time,load_shortfall_3h
2018-01-01 00:00:00,10395.579091515307
2018-01-01 03:00:00,6509.3088382273945
2018-01-01 06:00:00,5214.163782667467
2018-01-01 09:00:00,9377.81163861423
2018-01-01 12:00:00,11559.807016969775
2018-01-01 15:00:00,11209.94425232437
2018-01-01 18:00:00,10375.452548978703
2018-01-01 21:00:00,12274.116659597734
2018-01-02 00:00:00,12700.235083753516
2018-01-02 03:00:00,8532.486277290714
2018-01-02 06:00:00,6909.952996081981
2018-01-02 09:00:00,10729.616133203648
2018-01-02 12:00:00,12584.59783642523
2018-01-02 15:00:00,11947.884471593155
2018-01-02 18:00:00,10880.76795587171
2018-01-02 21:00:00,12606.100326141257
2018-01-03 00:00:00,12920.393769578783
2018-01-03 03:00:00,8696.687161873115
2018-01-03 06:00:00,7055.844939974558
2018-01-03 09:00:00,10876.518402732987
2018-01-03 12:00:00,12740.13713114777
2018-01-03 15:00:00,12104.917334198612
2018-01-03 18:00:00,11019.346305215979
2018-01-03 21:00:00,12697.85281290115
2018-01-04 00:00:00,12939.602522918061
2018-01-04 03:00:00,8625.181714710163
2018-01-04 06:00:00,6880.445668716941
2018-01-04 09:00:00,10595.053516333483
2018-01-04 12:00:00,12369.650937315055
2018-01-04 15:00:00,11675.522077439615
2018-01-04 18:00:00,10568.973107328848
2018-01-04 21:00:00,12266.290505992558
2018-01-05 00:00:00,12567.51321796996
2018-01-05 03:00:00,8346.845988883035
2018-01-05 06:00:00,6710.624925098421
2018-01-05 09:00:00,10527.471791979277
2018-01-05 12:00:00,12381.83399454503
2018-01-05 15:00:00,11724.067940728648
2018-01-05 18:00:00,10590.55058792508
2018-01-05 21:00:00,12182.199465309071
2018-01-06 00:00:00,12296.398773689401
2018-01-06 03:00:00,7812.799690099732
2018-01-06 06:00:00,5845.286646895368
2018-01-06 09:00:00,9281.808088723337
2018-01-06 12:00:00,10740.661959315079
2018-01-06 15:00:00,9706.083546452659
2018-01-06 18:00:00,8248.355277446166
2018-01-06 21:00:00,9599.971780148777
2018-01-07 00:00:00,9590.267794564248
2018-01-07 03:00:00,5122.232716660615
2018-01-07 06:00:00,3315.6933262926486
2018-01-07 09:00:00,7055.97051791955
2018-01-07 12:00:00,8954.134872229039
2018-01-07 15:00:00,8471.317787215858
2018-01-07 18:00:00,7643.735928425063
2018-01-07 21:00:00,9662.63304594194
2018-01-08 00:00:00,10318.339495898277
2018-01-08 03:00:00,6474.742502156248
2018-01-08 06:00:00,5209.5565532153905
2018-01-08 09:00:00,9376.302979162192
2018-01-08 12:00:00,11571.196959480721
2018-01-08 15:00:00,11246.73909608962
2018-01-08 18:00:00,10440.059944608123
2018-01-08 21:00:00,12353.070459981
2018-01-09 00:00:00,12800.795345497783
2018-01-09 03:00:00,8677.298934160644
2018-01-09 06:00:00,7086.451737646058
2018-01-09 09:00:00,10910.933550190286
2018-01-09 12:00:00,12780.387165918846
