time,load_shortfall_3h
2018-01-01 00:00:00,10264.384392229895
2018-01-01 03:00:00,6294.693755396843
2018-01-01 06:00:00,4913.775705677008
2018-01-01 09:00:00,9234.111478558745
2018-01-01 12:00:00,11528.622035604109
2018-01-01 15:00:00,11167.313153165438
2018-01-01 18:00:00,10358.814952234747
2018-01-01 21:00:00,12285.333706218304
2018-01-02 00:00:00,12608.841925348515
2018-01-02 03:00:00,8282.9620774757
2018-01-02 06:00:00,6497.910369672826
2018-01-02 09:00:00,10401.007877066735
2018-01-02 12:00:00,12302.083850447649
2018-01-02 15:00:00,11598.982884366196
2018-01-02 18:00:00,10518.859189167191
2018-01-02 21:00:00,12252.746163096795
2018-01-03 00:00:00,12465.439411844696
2018-01-03 03:00:00,8104.187327248376
2018-01-03 06:00:00,6341.261079010699
2018-01-03 09:00:00,10303.352641873116
2018-01-03 12:00:00,12282.798046098169
2018-01-03 15:00:00,11657.630513907776
2018-01-03 18:00:00,10637.257756134022
2018-01-03 21:00:00,12399.744452122195
2018-01-04 00:00:00,12606.657322058696
2018-01-04 03:00:00,8207.927473641917
2018-01-04 06:00:00,6379.649300199968
2018-01-04 09:00:00,10258.548505376591
2018-01-04 12:00:00,12154.2898340447
2018-01-04 15:00:00,11459.02166679612
2018-01-04 18:00:00,10392.690053577768
2018-01-04 21:00:00,12139.17760685821
2018-01-05 00:00:00,12363.612068847871
2018-01-05 03:00:00,8012.56020064118
2018-01-05 06:00:00,6247.971632506293
2018-01-05 09:00:00,10189.27353000698
2018-01-05 12:00:00,12130.644413129332
2018-01-05 15:00:00,11444.778085655369
2018-01-05 18:00:00,10332.822710236944
2018-01-05 21:00:00,11964.000428748635
2018-01-06 00:00:00,11999.050108294405
2018-01-06 03:00:00,7387.984729874808
2018-01-06 06:00:00,5300.651031185073
2018-01-06 09:00:00,8875.04068263025
2018-01-06 12:00:00,10436.338639265368
2018-01-06 15:00:00,9390.244203616494
2018-01-06 18:00:00,7971.8918537246
2018-01-06 21:00:00,9382.942368688486
2018-01-07 00:00:00,9315.457281198902
2018-01-07 03:00:00,4742.478923874508
2018-01-07 06:00:00,2841.989556305335
2018-01-07 09:00:00,6750.153565253077
2018-01-07 12:00:00,8782.987568037242
2018-01-07 15:00:00,8322.190536241507
2018-01-07 18:00:00,7567.845003837926
2018-01-07 21:00:00,9679.162344823419
2018-01-08 00:00:00,10305.736444734734
2018-01-08 03:00:00,6377.948944557729
2018-01-08 06:00:00,5030.661105416617
2018-01-08 09:00:00,9366.390445514722
2018-01-08 12:00:00,11682.751006541701
2018-01-08 15:00:00,11351.753307397857
2018-01-08 18:00:00,10574.955225622998
2018-01-08 21:00:00,12524.375662183364
2018-01-09 00:00:00,12875.84858805722
2018-01-09 03:00:00,8592.729918929635
2018-01-09 06:00:00,6842.229193880525
2018-01-09 09:00:00,10761.587751627247
2018-01-09 12:00:00,12685.221134922633
2018-01-09 15:00:00,12012.890550137152
2018-01-09 18:00:00,10964.615501806173
2018-01-09 21:00:00,12721.209177008344
2018-01-10 00:00:00,12961.32603587655
2018-01-10 03:00:00,8641.972890198505
2018-01-10 06:00:00,6912.4613162617225
2018-01-10 09:00:00,10889.465173477289
2018-01-10 12:00:00,12889.97426905206
2018-01-10 15:00:00,12294.003027571422
2018-01-10 18:00:00,11303.87834787485
2018-01-10 21:00:00,13087.481935945003
2018-01-11 00:00:00,13320.25648169183
2018-01-11 03:00:00,8961.887867523903
2018-01-11 06:00:00,7165.4886678376615
2018-01-11 09:00:00,11057.730310956642
2018-01-11 12:00:00,12972.887686981117
2018-01-11 15:00:00,12305.046691312653
2018-01-11 18:00:00,11267.036206983845
2018-01-11 21:00:00,13032.53324180179
2018-01-12 00:00:00,13280.537140611106
2018-01-12 03:00:00,8967.385399756511
2018-01-12 06:00:00,7232.081378396811
2018-01-12 09:00:00,11184.049573499873
2018-01-12 12:00:00,13142.140359396373
2018-01-12 15:00:00,12481.049147149617
2018-01-12 18:00:00,11394.864824059483
2018-01-12 21:00:00,13042.647194762154
2018-01-13 00:00:00,13099.028147793551
2018-01-13 03:00:00,8523.785871564041
2018-01-13 06:00:00,6463.786094815667
2018-01-13 09:00:00,10046.954844733216
2018-01-13 12:00:00,11623.061972666328
2018-01-13 15:00:00,10599.704653331924
2018-01-13 18:00:00,9204.847067113149
2018-01-13 21:00:00,10629.880176415587
2018-01-14 00:00:00,10580.665652289808
2018-01-14 03:00:00,6039.942853424494
2018-01-14 06:00:00,4162.677611033981
2018-01-14 09:00:00,8074.971124362624
2018-01-14 12:00:00,10117.46679760634
2018-01-14 15:00:00,9673.840565821514
2018-01-14 18:00:00,8937.115083661212
2018-01-14 21:00:00,11056.364678648402
2018-01-15 00:00:00,11695.12728476835
2018-01-15 03:00:00,7793.6242743784715
2018-01-15 06:00:00,6463.829727928613
2018-01-15 09:00:00,10798.302822065129
2018-01-15 12:00:00,13119.356273576863
2018-01-15 15:00:00,12801.01115625454
2018-01-15 18:00:00,12037.759131394527
2018-01-15 21:00:00,13991.437967211465
2018-01-16 00:00:00,14351.749545275858
2018-01-16 03:00:00,10091.78988619865
2018-01-16 06:00:00,8355.768723152796
2018-01-16 09:00:00,12270.854722475486
2018-01-16 12:00:00,14196.056982019574
2018-01-16 15:00:00,13533.06077937636
2018-01-16 18:00:00,12494.758565885146
2018-01-16 21:00:00,14251.751160074507
2018-01-17 00:00:00,14496.559906064911
2018-01-17 03:00:00,10195.958248714178
2018-01-17 06:00:00,8476.306564214146
2018-01-17 09:00:00,12444.269166872515
2018-01-17 12:00:00,14441.498383986665
2018-01-17 15:00:00,13849.998755744888
2018-01-17 18:00:00,12865.02544798554
2018-01-17 21:00:00,14644.286434524487
2018-01-18 00:00:00,14877.109774628532
2018-01-18 03:00:00,10532.945679628057
2018-01-18 06:00:00,8741.934609632459
2018-01-18 09:00:00,12620.703568916124
2018-01-18 12:00:00,14528.147586478604
2018-01-18 15:00:00,13860.300204423853
2018-01-18 18:00:00,12822.883404889637
2018-01-18 21:00:00,14579.378986698082
2018-01-19 00:00:00,14822.66841861396
2018-01-19 03:00:00,10518.870574361992
2018-01-19 06:00:00,8784.053300819765
2018-01-19 09:00:00,12717.649297253613
2018-01-19 12:00:00,14663.191770789017
2018-01-19 15:00:00,13997.388821143139
2018-01-19 18:00:00,12907.281239946133
2018-01-19 21:00:00,14541.777767887357
2018-01-20 00:00:00,14589.414677035615
2018-01-20 03:00:00,10019.746809575725
2018-01-20 06:00:00,7956.670410813707
2018-01-20 09:00:00,11518.057464734957
2018-01-20 12:00:00,13078.274388588605
2018-01-20 15:00:00,12046.827963556389
2018-01-20 18:00:00,10644.523866337762
2018-01-20 21:00:00,12052.495091447354
2018-01-21 00:00:00,11990.41534678029
2018-01-21 03:00:00,7450.732960409307
2018-01-21 06:00:00,5565.409318198416
2018-01-21 09:00:00,9450.494449504944
2018-01-21 12:00:00,11471.270592756637
2018-01-21 15:00:00,11013.40271825619
2018-01-21 18:00:00,10262.865692620218
2018-01-21 21:00:00,12358.608902472535
2018-01-22 00:00:00,12978.126445022985
2018-01-22 03:00:00,9071.491542880498
2018-01-22 06:00:00,7727.803213753515
2018-01-22 09:00:00,12029.674404385081
2018-01-22 12:00:00,14324.128607224522
2018-01-22 15:00:00,13987.209535091904
2018-01-22 18:00:00,13206.354695700498
2018-01-22 21:00:00,15133.232760657074
2018-01-23 00:00:00,15471.425526530671
2018-01-23 03:00:00,11203.781086801037
2018-01-23 06:00:00,9451.521294417242
2018-01-23 09:00:00,13331.754022714404
2018-01-23 12:00:00,15228.093751896728
2018-01-23 15:00:00,14544.161601336862
2018-01-23 18:00:00,13485.734677820008
2018-01-23 21:00:00,15213.2130733144
2018-01-24 00:00:00,15432.996586242725
2018-01-24 03:00:00,11121.63678821272
2018-01-24 06:00:00,9382.554267713223
2018-01-24 09:00:00,13312.41512002
2018-01-24 12:00:00,15277.545427619916
2018-01-24 15:00:00,14661.950985687825
2018-01-24 18:00:00,13653.826265926336
2018-01-24 21:00:00,15400.71644378439
2018-01-25 00:00:00,15605.845772002483
2018-01-25 03:00:00,11248.43950059219
2018-01-25 06:00:00,9435.676566411777
2018-01-25 09:00:00,13274.15001743008
2018-01-25 12:00:00,15147.385361590239
2018-01-25 15:00:00,14453.373995766544
2018-01-25 18:00:00,13390.741072906729
2018-01-25 21:00:00,15112.78311404775
2018-01-26 00:00:00,15326.27349827486
2018-01-26 03:00:00,11007.122114226298
2018-01-26 06:00:00,9248.470781281423
2018-01-26 09:00:00,13139.769728814157
2018-01-26 12:00:00,15049.24416370304
2018-01-26 15:00:00,14355.623876700058
2018-01-26 18:00:00,13238.910397735759
2018-01-26 21:00:00,14837.870065344481
2018-01-27 00:00:00,14854.952021312474
2018-01-27 03:00:00,10269.49606836115
2018-01-27 06:00:00,8182.437092430319
2018-01-27 09:00:00,11701.600972177906
2018-01-27 12:00:00,13225.958439381862
2018-01-27 15:00:00,12166.933437269508
2018-01-27 18:00:00,10738.180498863261
2018-01-27 21:00:00,12110.581811835636
