time,load_shortfall_3h
2018-01-01 00:00:00,13990.859683571662
2018-01-01 03:00:00,9537.65434263413
2018-01-01 06:00:00,8086.297941838342
2018-01-01 09:00:00,12900.738118871082
2018-01-01 12:00:00,15366.461439954344
2018-01-01 15:00:00,14987.607584091895
2018-01-01 18:00:00,14009.378376868272
2018-01-01 21:00:00,16177.839434694444
2018-01-02 00:00:00,16705.6268669646
2018-01-02 03:00:00,11907.016875552643
2018-01-02 06:00:00,10059.552116185865
2018-01-02 09:00:00,14465.585505911771
2018-01-02 12:00:00,16542.29237206318
2018-01-02 15:00:00,15820.478278074293
2018-01-02 18:00:00,14563.673972877952
2018-01-02 21:00:00,16526.71393121593
2018-01-03 00:00:00,16919.33155573061
2018-01-03 03:00:00,12044.816426663368
2018-01-03 06:00:00,10166.400877802143
2018-01-03 09:00:00,14567.635147517665
2018-01-03 12:00:00,16643.806873305155
2018-01-03 15:00:00,15908.309857938717
2018-01-03 18:00:00,14612.851649171334
2018-01-03 21:00:00,16507.331164497038
2018-01-04 00:00:00,16801.706690140098
2018-01-04 03:00:00,11806.508027158015
2018-01-04 06:00:00,9800.402904488372
2018-01-04 09:00:00,14084.459427567626
2018-01-04 12:00:00,16069.305196669718
2018-01-04 15:00:00,15283.385483611433
2018-01-04 18:00:00,13989.322824703917
2018-01-04 21:00:00,15941.46939887289
2018-01-05 00:00:00,16344.222152210645
2018-01-05 03:00:00,11494.607486805115
2018-01-05 06:00:00,9653.285942931825
2018-01-05 09:00:00,14096.750618161288
2018-01-05 12:00:00,16205.594234292384
2018-01-05 15:00:00,15480.70771193766
2018-01-05 18:00:00,14161.795271113853
2018-01-05 21:00:00,15987.818794378158
2018-01-06 00:00:00,16155.529875019229
2018-01-06 03:00:00,10965.943895816488
2018-01-06 06:00:00,8698.357958672266
2018-01-06 09:00:00,12657.782820650491
2018-01-06 12:00:00,14259.564074270851
2018-01-06 15:00:00,13047.182160240956
2018-01-06 18:00:00,11305.65648747572
2018-01-06 21:00:00,12817.465696636054
2018-01-07 00:00:00,12814.543883389777
2018-01-07 03:00:00,7623.312420593253
2018-01-07 06:00:00,5538.418231373235
2018-01-07 09:00:00,9864.552402644415
2018-01-07 12:00:00,11999.174176909039
2018-01-07 15:00:00,11456.128829472864
2018-01-07 18:00:00,10480.230862623617
2018-01-07 21:00:00,12806.40377925903
2018-01-08 00:00:00,13613.556955734566
2018-01-08 03:00:00,9176.406474343665
2018-01-08 06:00:00,7746.13636049961
2018-01-08 09:00:00,12592.039717881393
2018-01-08 12:00:00,15085.461131788772
2018-01-08 15:00:00,14729.718269512761
2018-01-08 18:00:00,13773.687477812658
2018-01-08 21:00:00,15969.570390052802
2018-01-09 00:00:00,16522.14081497016
2018-01-09 03:00:00,11739.620529081398
2018-01-09 06:00:00,9913.120881401252
2018-01-09 09:00:00,14350.401676041067
2018-01-09 12:00:00,16454.551253867998
